job_id,route_id,customer_id,region,priority,job_type,technician_id,created_at,scheduled_date,completed_at,status
JOB-000052,RT-00017,CUST-02816,South,Standard,Repair,TECH-0009,2023-09-04 20:40:06.770798,2023-09-06,2023-09-06 09:56:00,completed
JOB-000053,RT-00017,CUST-00293,South,Standard,Install,TECH-0009,2023-09-04 14:23:47.627078,2023-09-06,2023-09-06 11:32:00,completed
JOB-000054,RT-00018,CUST-01770,South,Emergency,Maintenance,TECH-0023,2025-03-26 07:12:56.490998,2025-03-26,2025-03-26 10:42:00,completed
JOB-000055,RT-00018,CUST-03133,South,Standard,Maintenance,TECH-0023,2025-03-23 05:55:59.291805,2025-03-26,2025-03-26 12:13:00,completed
JOB-000056,RT-00018,CUST-02601,South,Standard,Inspection,TECH-0023,2025-03-26 00:59:52.119080,2025-03-26,2025-03-26 14:03:00,completed
JOB-000057,RT-00018,CUST-01181,South,Standard,Inspection,TECH-0023,2025-03-25 19:47:19.099689,2025-03-26,2025-03-26 16:22:00,completed
JOB-000058,RT-00019,CUST-01893,West,Rush,Inspection,TECH-9999,2024-10-13 18:57:34.155847,2024-10-14,2024-10-14 11:03:00,completed
JOB-000059,RT-00019,CUST-01094,West,Rush,Repair,TECH-0002,2024-10-14 09:29:32.964140,2024-10-14,2024-10-14 13:08:00,completed
JOB-000060,RT-00020,CUST-00482,East,Standard,Repair,TECH-0026,2024-11-24 11:59:51.907248,2024-11-26,2024-11-26 08:33:00,completed
JOB-000061,RT-00020,CUST-02258,East,Standard,Repair,TECH-0026,2024-11-21 06:41:36.050509,2024-11-26,2024-11-26 10:48:00,completed
JOB-000062,RT-00021,CUST-02704,South,Standard,Inspection,TECH-0023,2024-12-28 15:15:03.813859,2024-12-30,2024-12-30 10:35:00,completed
JOB-000063,RT-00021,CUST-00773,South,Standard,Repair,TECH-0023,2024-12-27 20:24:30.872990,2024-12-30,2024-12-30 13:17:00,completed
JOB-000064,RT-00021,CUST-02719,South,Standard,Repair,TECH-0023,2024-12-26 06:49:29.357568,2024-12-30,2024-12-30 16:08:00,completed
JOB-000065,RT-00022,CUST-00307,West,Standard,Inspection,TECH-0005,2024-12-18 09:20:18.843824,2024-12-20,2024-12-20 10:17:00,completed
JOB-000066,RT-00022,CUST-01557,West,Rush,Maintenance,TECH-0005,2024-12-19 20:49:35.522055,2024-12-20,2024-12-20 12:44:00,completed
JOB-000067,RT-00022,CUST-03773,West,Rush,Maintenance,TECH-0005,2024-12-20 03:05:57.305090,2024-12-20,2024-12-20 15:58:00,completed
JOB-000068,RT-00022,CUST-00682,West,Emergency,Maintenance,TECH-0005,2024-12-20 15:44:23.152256,2024-12-20,2024-12-20 18:33:00,completed
JOB-000069,RT-00023,CUST-02539,South,Standard,Repair,TECH-0012,2023-03-22 01:38:31.413255,2023-03-22,2023-03-22 11:12:00,completed
JOB-000070,RT-00023,CUST-01906,South,Standard,Maintenance,TECH-0012,2023-03-21 02:32:32.430385,2023-03-22,2023-03-22 12:49:00,completed
JOB-000071,RT-00023,CUST-01025,South,Standard,Inspection,TECH-0012,2023-03-21 05:35:12.109546,2023-03-22,2023-03-22 14:20:00,completed
JOB-000072,RT-00023,CUST-02865,South,Rush,Maintenance,TECH-0012,2023-03-21 22:13:02.134276,2023-03-22,2023-03-22 16:47:00,completed
JOB-000073,RT-00024,CUST-00779,Central,Rush,Maintenance,TECH-0025,2024-07-22 03:30:53.754898,2024-07-22,2024-07-22 09:21:00,completed
JOB-000074,RT-00024,CUST-01806,Central,Rush,Install,TECH-0025,2024-07-22 04:35:57.624267,2024-07-22,,cancelled
JOB-000075,RT-00024,CUST-00542,Central,Standard,Maintenance,TECH-0025,2024-07-22 00:12:18.612842,2024-07-22,2024-07-22 12:49:00,completed
JOB-000076,RT-00024,CUST-03304,Central,Rush,Maintenance,TECH-0025,2024-07-22 05:18:20.217187,2024-07-22,2024-07-22 15:01:00,completed
JOB-000077,RT-00025,CUST-00058,Central,Emergency,Maintenance,TECH-0029,2023-06-14 04:26:05.793424,2023-06-14,2023-06-14 09:40:00,completed
JOB-000078,RT-00025,CUST-03852,Central,Rush,Maintenance,TECH-0029,2023-06-13 21:03:49.465734,2023-06-14,2023-06-14 12:18:00,completed
JOB-000079,RT-00025,CUST-00907,Central,Standard,Install,TECH-0029,2023-06-12 16:17:43.464055,2023-06-14,2023-06-14 14:54:00,completed
JOB-000080,RT-00025,CUST-02018,Central,Rush,Install,TECH-0029,2023-06-14 14:10:30.545076,2023-06-14,2023-06-14 17:21:00,completed
JOB-000081,RT-00025,CUST-02213,Central,Standard,Inspection,TECH-0029,2023-06-13 06:58:16.935725,2023-06-14,2023-06-14 18:31:00,completed
JOB-000082,RT-00026,CUST-02809,West,Standard,Maintenance,TECH-0005,2024-08-15 13:14:30.531461,2024-08-16,2024-08-16 11:06:00,completed
JOB-000083,RT-00026,CUST-03376,West,Standard,Inspection,TECH-0005,2024-08-14 14:04:36.691139,2024-08-16,2024-08-16 13:41:00,completed
JOB-000084,RT-00027,CUST-03563,Central,Standard,Repair,TECH-0024,2025-05-05 18:24:53.305856,2025-05-06,2025-05-06 09:07:00,completed
JOB-000085,RT-00027,CUST-03271,Central,Standard,Repair,TECH-0024,2025-05-05 05:51:49.871633,2025-05-06,,no_show
JOB-000086,RT-00028,CUST-01837,East,Standard,Maintenance,TECH-0001,2023-07-06 09:37:54.669493,2023-07-07,2023-07-07 10:06:00,completed
JOB-000087,RT-00028,CUST-02136,East,Standard,Maintenance,TECH-0001,2023-07-05 20:20:16.843837,2023-07-07,,cancelled
JOB-000088,RT-00029,CUST-02594,East,Standard,Maintenance,TECH-0001,2023-03-28 15:43:09.429029,2023-03-29,2023-03-29 11:51:00,completed
JOB-000089,RT-00029,CUST-02667,East,Standard,Repair,TECH-0001,2023-03-28 01:32:18.140102,2023-03-29,2023-03-29 14:00:00,completed
JOB-000090,RT-00029,CUST-01281,East,Standard,Maintenance,TECH-0001,2023-03-25 16:44:56.384856,2023-03-29,2023-03-29 15:55:00,completed
JOB-000091,RT-00029,CUST-03326,East,Standard,Repair,TECH-0001,2023-03-29 08:13:04.193882,2023-03-29,2023-03-29 18:49:00,completed
JOB-000092,RT-00029,CUST-03752,East,Rush,Install,TECH-0001,2023-03-29 04:26:58.987082,2023-03-29,2023-03-29 21:18:00,completed
JOB-000093,RT-00030,CUST-01758,South,Standard,Install,TECH-0011,2024-05-18 13:50:54.467366,2024-05-20,2024-05-20 08:54:00,completed
JOB-000094,RT-00030,CUST-00744,South,Standard,Repair,TECH-0011,2024-05-15 13:52:33.987338,2024-05-20,2024-05-20 11:10:00,completed
JOB-000095,RT-00031,CUST-03619,South,Standard,Install,TECH-0003,2023-07-22 10:23:41.064043,2023-07-24,2023-07-24 09:36:00,completed
JOB-000096,RT-00031,CUST-01119,South,Rush,Repair,TECH-0003,2023-07-24 01:37:54.267936,2023-07-24,2023-07-24 10:27:00,completed
JOB-000097,RT-00032,CUST-03873,Central,Standard,Repair,TECH-0013,2024-09-08 20:28:19.377102,2024-09-09,,no_show
JOB-000098,RT-00032,CUST-01558,Central,Standard,Repair,TECH-0013,2024-09-08 22:33:09.943383,2024-09-09,2024-09-09 11:51:00,completed
JOB-000099,RT-00033,CUST-01711,Central,Rush,Maintenance,TECH-0025,2024-05-21 20:58:27.056075,2024-05-22,2024-05-22 09:16:00,completed
JOB-000100,RT-00033,CUST-01483,Central,Standard,Install,TECH-0025,2024-05-20 23:12:25.769493,2024-05-22,,cancelled
JOB-000101,RT-00034,CUST-03711,South,Standard,Maintenance,TECH-0009,2024-09-16 23:12:58.180250,2024-09-17,2024-09-17 09:30:00,completed
JOB-000102,RT-00034,CUST-02685,South,Standard,Install,TECH-0009,2024-09-16 03:31:40.000733,2024-09-17,2024-09-17 10:59:00,completed
JOB-000103,RT-00034,CUST-02634,South,Standard,Maintenance,TECH-0009,2024-09-16 01:21:48.457035,2024-09-17,2024-09-17 13:46:00,completed
JOB-000104,RT-00034,CUST-02079,South,Standard,Install,TECH-0009,2024-09-15 20:46:38.396783,2024-09-17,2024-09-17 16:48:00,completed
JOB-000105,RT-00034,CUST-02520,South,Standard,Inspection,TECH-0009,2024-09-15 23:15:22.794626,2024-09-17,2024-09-17 17:46:00,completed
JOB-000106,RT-00035,CUST-02926,Central,Emergency,Install,TECH-0029,2023-03-01 04:54:35.408094,2023-03-01,2023-03-01 09:16:00,completed
JOB-000107,RT-00035,CUST-00651,Central,Standard,Maintenance,TECH-0029,2023-02-28 06:57:56.711214,2023-03-01,2023-03-01 10:28:00,completed
JOB-000108,RT-00035,CUST-02652,Central,Standard,Maintenance,TECH-0029,2023-02-27 20:17:26.454040,2023-03-01,2023-03-01 13:00:00,completed
JOB-000109,RT-00035,CUST-03577,Central,Standard,Repair,TECH-0029,2023-02-27 17:21:15.316769,2023-03-01,2023-03-01 15:12:00,completed
JOB-000110,RT-00035,CUST-00529,Central,Emergency,Install,TECH-0029,2023-03-01 12:59:01.175381,2023-03-01,2023-03-01 16:39:00,completed
JOB-000111,RT-00036,CUST-00787,Central,Standard,Repair,TECH-0024,2024-04-14 18:44:20.856705,2024-04-16,,no_show
JOB-000112,RT-00036,CUST-03620,Central,Rush,Install,TECH-0024,2024-04-15 21:05:23.529362,2024-04-16,2024-04-16 12:12:00,completed
JOB-000113,RT-00036,CUST-02559,Central,Standard,Repair,TECH-0024,2024-04-15 02:34:53.250488,2024-04-16,2024-04-16 13:57:00,completed
JOB-000114,RT-00037,CUST-03880,East,Standard,Inspection,TECH-0015,2024-06-01 23:11:46.900340,2024-06-06,2024-06-06 10:29:00,completed
JOB-000115,RT-00037,CUST-03576,East,Standard,Maintenance,TECH-0015,2024-06-05 22:20:47.879339,2024-06-06,2024-06-06 13:05:00,completed
JOB-000116,RT-00037,CUST-03126,East,Standard,Repair,TECH-0015,2024-06-02 01:31:35.774757,2024-06-06,2024-06-06 15:13:00,completed
JOB-000117,RT-00038,CUST-00920,South,Standard,Install,TECH-0019,2023-07-29 01:18:21.345945,2023-07-31,2023-07-31 08:19:00,completed
JOB-000118,RT-00038,CUST-00569,South,Rush,Inspection,TECH-0019,2023-07-30 19:22:12.874510,2023-07-31,2023-07-31 10:34:00,completed
JOB-000119,RT-00038,CUST-01734,South,Standard,Install,TECH-0019,2023-07-29 13:49:48.209624,2023-07-31,2023-07-31 11:52:00,completed
JOB-000120,RT-00038,CUST-03708,South,Standard,Inspection,TECH-0019,2023-07-28 21:38:22.328124,2023-07-31,2023-07-31 13:11:00,completed
JOB-000121,RT-00038,CUST-00768,South,Rush,Install,TECH-9999,2023-07-31 07:41:27.933860,2023-07-31,2023-07-31 15:20:00,completed
JOB-000122,RT-00039,CUST-02574,South,Standard,Install,TECH-0003,2025-01-22 13:46:43.285083,2025-01-23,2025-01-23 10:52:00,completed
JOB-000123,RT-00039,CUST-02805,South,Standard,Inspection,TECH-0003,2025-01-22 03:22:01.174393,2025-01-23,2025-01-23 13:24:00,completed
JOB-000124,RT-00040,CUST-03340,North,Rush,Inspection,TECH-0006,2023-07-13 01:29:35.900993,2023-07-13,2023-07-13 09:39:00,completed
JOB-000125,RT-00040,CUST-01120,North,Standard,Install,TECH-0006,2023-07-12 01:13:52.151379,2023-07-13,2023-07-13 11:13:00,completed
JOB-000126,RT-00041,CUST-00324,North,Emergency,Inspection,TECH-0014,2024-09-23 05:57:24.402121,2024-09-23,2024-09-23 10:50:00,completed
JOB-000127,RT-00041,CUST-01256,North,Standard,Inspection,TECH-0014,2024-09-22 02:33:10.395321,2024-09-23,2024-09-23 12:44:00,completed
JOB-000128,RT-00041,CUST-01445,North,Rush,Inspection,TECH-0014,2024-09-22 23:28:57.992547,2024-09-23,2024-09-23 14:34:00,completed
JOB-000129,RT-00041,CUST-02783,North,Standard,Repair,TECH-0014,2024-09-21 23:46:06.397471,2024-09-23,2024-09-23 15:35:00,completed
JOB-000130,RT-00041,CUST-01569,North,Standard,Install,TECH-0014,2024-09-22 19:38:53.569860,2024-09-23,2024-09-23 17:58:00,completed
JOB-000131,RT-00042,CUST-02045,East,Standard,Inspection,TECH-0016,2024-06-13 23:46:29.739767,2024-06-14,2024-06-14 10:39:00,completed
JOB-000132,RT-00042,CUST-00820,East,Rush,Install,TECH-0016,2024-06-13 23:59:25.045384,2024-06-14,2024-06-14 12:50:00,completed
JOB-000133,RT-00042,CUST-01310,East,Standard,Maintenance,TECH-0016,2024-06-12 21:28:14.706212,2024-06-14,2024-06-14 15:23:00,completed
JOB-000134,RT-00042,CUST-03251,East,Rush,Maintenance,TECH-0016,2024-06-14 01:23:24.479337,2024-06-14,2024-06-14 17:52:00,completed
JOB-000135,RT-00043,CUST-00270,Central,Standard,Maintenance,TECH-0008,2023-07-17 13:38:35.362821,2023-07-19,,no_show
JOB-000136,RT-00043,CUST-03983,Central,Standard,Maintenance,TECH-0008,2023-07-19 03:47:17.887075,2023-07-19,2023-07-19 13:24:00,completed
JOB-000137,RT-00043,CUST-02621,Central,Rush,Repair,TECH-0008,2023-07-19 01:32:45.801843,2023-07-19,2023-07-19 16:34:00,completed
JOB-000138,RT-00044,CUST-00324,East,Emergency,Maintenance,TECH-0015,2024-12-20 02:01:26.687452,2024-12-20,2024-12-20 09:26:00,completed
JOB-000139,RT-00044,CUST-03857,East,Standard,Repair,TECH-0015,2024-12-17 13:54:20.276070,2024-12-20,2024-12-20 11:18:00,completed
JOB-000140,RT-00045,CUST-02569,South,Rush,Maintenance,TECH-0027,2025-05-15 20:39:54.475621,2025-05-16,2025-05-16 08:42:00,completed
JOB-000141,RT-00045,CUST-00648,South,Standard,Inspection,TECH-0027,2025-05-15 09:35:38.609340,2025-05-16,2025-05-16 11:56:00,completed
JOB-000142,RT-00045,CUST-01415,South,Standard,Inspection,TECH-0027,2025-05-15 18:29:00.283405,2025-05-16,2025-05-16 13:44:00,completed
JOB-000143,RT-00045,CUST-01189,South,Standard,Inspection,TECH-0027,2025-05-14 23:16:17.087421,2025-05-16,2025-05-16 14:49:00,completed
JOB-000144,RT-00046,CUST-03960,South,Standard,Repair,TECH-0009,2023-08-15 10:59:35.123835,2023-08-17,2023-08-17 10:54:00,completed
JOB-000145,RT-00046,CUST-02199,South,Standard,Install,TECH-0009,2023-08-16 02:29:45.210157,2023-08-17,2023-08-17 11:49:00,completed
JOB-000146,RT-00046,CUST-00798,South,Rush,Maintenance,TECH-0009,2023-08-17 05:04:28.592465,2023-08-17,2023-08-17 13:32:00,completed
JOB-000147,RT-00046,CUST-00487,South,Standard,Repair,TECH-0009,2023-08-15 14:45:48.033022,2023-08-17,2023-08-17 16:15:00,completed
JOB-000148,RT-00047,CUST-02128,Central,Standard,Inspection,TECH-0029,2024-04-29 16:40:31.808537,2024-05-01,2024-05-01 10:31:00,completed
JOB-000149,RT-00047,CUST-03029,Central,Standard,Maintenance,TECH-0029,2024-04-29 11:14:46.467170,2024-05-01,2024-05-01 11:45:00,completed
JOB-000150,RT-00047,CUST-01509,Central,Standard,Maintenance,TECH-0029,2024-04-29 20:38:25.384814,2024-05-01,2024-05-01 15:02:00,completed
JOB-000151,RT-00047,CUST-00110,Central,Standard,Inspection,TECH-0029,2024-04-30 05:38:33.885649,2024-05-01,2024-05-01 18:01:00,completed
JOB-000152,RT-00048,CUST-00451,Central,Standard,Repair,TECH-0029,2025-04-07 10:21:44.300948,2025-04-09,2025-04-09 10:02:00,completed
JOB-000153,RT-00048,CUST-03771,Central,Standard,Inspection,TECH-0029,2025-04-07 20:07:04.387394,2025-04-09,2025-04-09 12:20:00,completed
JOB-000154,RT-00048,CUST-03919,Central,Standard,Repair,TECH-0029,2025-04-08 15:58:10.955452,2025-04-09,,no_show
JOB-000155,RT-00049,CUST-00850,South,Standard,Inspection,TECH-0012,2025-02-19 12:40:10.417436,2025-02-21,2025-02-21 10:38:00,completed
JOB-000156,RT-00049,CUST-01414,South,Standard,Repair,TECH-0012,2025-02-16 18:15:30.011519,2025-02-21,2025-02-21 12:38:00,completed
JOB-000157,RT-00049,CUST-02207,South,Standard,Maintenance,TECH-0012,2025-02-18 19:53:35.996319,2025-02-21,2025-02-21 13:46:00,completed
JOB-000158,RT-00049,CUST-00925,South,Standard,Repair,TECH-0012,2025-02-21 08:16:58.755895,2025-02-21,2025-02-21 15:26:00,completed
JOB-000159,RT-00050,CUST-03949,South,Standard,Maintenance,TECH-0012,2024-11-04 14:43:47.601342,2024-11-07,,cancelled
JOB-000160,RT-00050,CUST-03837,South,Emergency,Install,TECH-0012,2024-11-07 06:59:35.444262,2024-11-07,2024-11-07 09:50:00,completed
JOB-000161,RT-00051,CUST-01166,East,Rush,Inspection,TECH-0015,2023-09-11 06:29:25.762698,2023-09-11,2023-09-11 10:40:00,completed
JOB-000162,RT-00051,CUST-01355,East,Rush,Repair,TECH-0015,2023-09-11 06:25:26.797599,2023-09-11,2023-09-11 13:57:00,completed
JOB-000163,RT-00052,CUST-00356,East,Standard,Inspection,TECH-0010,2023-09-23 16:52:44.811676,2023-09-25,2023-09-25 10:25:00,completed
JOB-000164,RT-00052,CUST-01094,East,Standard,Maintenance,TECH-9999,2023-09-24 14:24:21.816517,2023-09-25,,cancelled
JOB-000165,RT-00053,CUST-02882,North,Standard,Maintenance,TECH-0021,2023-01-15 13:04:53.250221,2023-01-17,2023-01-17 10:47:00,completed
JOB-000166,RT-00053,CUST-01864,North,Standard,Maintenance,TECH-0021,2023-01-16 10:38:35.987082,2023-01-17,2023-01-17 13:16:00,completed
JOB-000167,RT-00053,CUST-02787,North,Rush,Install,TECH-0021,2023-01-17 01:26:19.580522,2023-01-17,2023-01-17 16:12:00,completed
JOB-000168,RT-00053,CUST-02071,North,Standard,Repair,TECH-0021,2023-01-16 12:49:12.359004,2023-01-17,2023-01-17 18:47:00,completed
JOB-000169,RT-00054,CUST-01702,North,Rush,Inspection,TECH-0006,2024-04-15 05:11:15.005650,2024-04-15,2024-04-15 08:53:00,completed
JOB-000170,RT-00054,CUST-00013,North,Rush,Repair,TECH-0006,2024-04-15 04:49:59.310170,2024-04-15,2024-04-15 11:57:00,completed
JOB-000171,RT-00054,CUST-00283,North,Standard,Inspection,TECH-0006,2024-04-13 15:36:42.084657,2024-04-15,2024-04-15 14:52:00,completed
JOB-000172,RT-00054,CUST-01722,North,Rush,Maintenance,TECH-0006,2024-04-15 04:22:42.435823,2024-04-15,2024-04-15 16:10:00,completed
JOB-000173,RT-00054,CUST-02677,North,Standard,Maintenance,TECH-0006,2024-04-14 13:00:14.838195,2024-04-15,2024-04-15 18:40:00,completed
JOB-000174,RT-00055,CUST-01014,Central,Rush,Inspection,TECH-0020,2024-07-16 17:49:58.536382,2024-07-17,2024-07-17 09:29:00,completed
JOB-000175,RT-00055,CUST-01718,Central,Emergency,Install,TECH-0020,2024-07-17 06:43:52.044522,2024-07-17,2024-07-17 11:09:00,completed
JOB-000176,RT-00055,CUST-01003,Central,Standard,Install,TECH-0020,2024-07-15 17:11:21.553023,2024-07-17,2024-07-17 12:19:00,completed
JOB-000177,RT-00056,CUST-03590,Central,Standard,Repair,TECH-0020,2023-11-07 17:28:34.400891,2023-11-08,2023-11-08 09:35:00,completed
JOB-000178,RT-00056,CUST-03734,Central,Standard,Repair,TECH-0020,2023-11-06 15:44:33.319671,2023-11-08,2023-11-08 12:32:00,completed
JOB-000179,RT-00057,CUST-00988,Central,Standard,Repair,TECH-0020,2024-12-10 05:47:52.162920,2024-12-11,2024-12-11 11:34:00,completed
JOB-000180,RT-00057,CUST-02283,Central,Rush,Repair,TECH-0020,2024-12-10 20:31:59.545818,2024-12-11,,cancelled
JOB-000181,RT-00058,CUST-00299,Central,Standard,Repair,TECH-0008,2024-04-18 03:00:35.667414,2024-04-18,2024-04-18 09:53:00,completed
JOB-000182,RT-00058,CUST-00063,Central,Standard,Repair,TECH-0008,2024-04-16 12:33:28.069933,2024-04-18,2024-04-18 11:55:00,completed
